2020-07-10 15:08:29,541 [ 1] INFO  Unity: LoadingManager start
2020-07-10 15:08:32,592 [ 1] INFO  Unity: DataManager > DataManager()
2020-07-10 15:08:38,332 [ 1] INFO  Unity: UserLoginRequest::user :user2 psw:123
2020-07-10 15:08:38,333 [ 1] INFO  Unity: ConnectToServer() Start 
2020-07-10 15:08:38,337 [ 1] INFO  Unity: DoConnect
2020-07-10 15:08:38,338 [ 1] INFO  Unity: NetClient.DoConnect on 127.0.0.1:8000
2020-07-10 15:08:38,339 [ 1] INFO  Unity: Connect[0] to server 127.0.0.1:8000

2020-07-10 15:08:38,346 [ 1] INFO  Unity: LoadingMesager::OnGameServerConnect :0 reason:Success
2020-07-10 15:08:38,519 [ 1] INFO  Unity: OnLogin:Success [None]
2020-07-10 15:08:38,519 [ 1] INFO  Unity: LoadLevel: CharSelect
2020-07-10 15:08:38,685 [ 1] INFO  Unity: LevelLoadCompleted:1
2020-07-10 15:08:39,743 [ 1] INFO  Unity: Select Char:[2]光大神[Wizard]
2020-07-10 15:08:40,376 [ 1] INFO  Unity: UserGameEnterRequest::characterId :0
2020-07-10 15:08:40,436 [ 1] INFO  Unity: OnGameEnter:Success [None]
2020-07-10 15:08:40,438 [ 1] INFO  Unity: ItemManager : Init() : ID 1  Count 20
2020-07-10 15:08:40,438 [ 1] INFO  Unity: ItemManager : Init() : ID 2  Count 20
2020-07-10 15:08:40,456 [ 1] INFO  Unity: OnMapCharacterEnter: map: 1 count: 2
2020-07-10 15:08:40,458 [ 1] INFO  Unity: AddCharacter:1:你好啊 Map:1 Entity:(9:pos:(5000,4000,820),dir:(100,0,0),spd:0
2020-07-10 15:08:40,460 [ 1] INFO  Unity: AddCharacter:2:光大神 Map:1 Entity:(10:pos:(5000,4000,820),dir:(100,0,0),spd:0
2020-07-10 15:08:40,461 [ 1] INFO  Unity: LoadLevel: MainCity
2020-07-10 15:08:40,990 [ 1] WARN  Unity: UIWorldElementManager  [19554] Awake

2020-07-10 15:08:40,991 [ 1] WARN  Unity: GameObjectManager  [19560] Awake

2020-07-10 15:08:40,999 [ 1] WARN  Unity: UIMain  [19714] Awake

2020-07-10 15:08:41,003 [ 1] WARN  Unity: MainPlayerCamera  [19730] Awake

2020-07-10 15:08:41,007 [ 1] INFO  Unity: LevelLoadCompleted:1
2020-07-10 15:08:41,101 [ 1] INFO  Unity: set  Channel: Local
2020-07-10 15:08:41,143 [ 1] INFO  Unity: SetPosition:(5000, 4000, 900)
2020-07-10 15:08:41,144 [ 1] INFO  Unity: MapEntityUpdateRequest： ID 10 POS SkillBridge.Message.NVector3 DIR SkillBridge.Message.NVector3 SPEED 0
2020-07-10 15:08:41,176 [ 1] INFO  Unity: SetPosition:(5000, 4000, 972)
2020-07-10 15:08:41,177 [ 1] INFO  Unity: MapEntityUpdateRequest： ID 10 POS SkillBridge.Message.NVector3 DIR SkillBridge.Message.NVector3 SPEED 0
2020-07-10 15:08:41,695 [ 1] INFO  Unity: MoveForward
2020-07-10 15:08:41,695 [ 1] INFO  Unity: MapEntityUpdateRequest： ID 10 POS SkillBridge.Message.NVector3 DIR SkillBridge.Message.NVector3 SPEED 300
2020-07-10 15:08:42,077 [ 1] INFO  Unity: SetPosition:(5111, 4000, 916)
2020-07-10 15:08:42,077 [ 1] INFO  Unity: MapEntityUpdateRequest： ID 10 POS SkillBridge.Message.NVector3 DIR SkillBridge.Message.NVector3 SPEED 300
2020-07-10 15:08:42,161 [ 1] INFO  Unity: SetPosition:(5136, 4000, 858)
2020-07-10 15:08:42,161 [ 1] INFO  Unity: MapEntityUpdateRequest： ID 10 POS SkillBridge.Message.NVector3 DIR SkillBridge.Message.NVector3 SPEED 300
2020-07-10 15:08:42,221 [ 1] INFO  Unity: SetPosition:(5157, 4000, 807)
2020-07-10 15:08:42,222 [ 1] INFO  Unity: MapEntityUpdateRequest： ID 10 POS SkillBridge.Message.NVector3 DIR SkillBridge.Message.NVector3 SPEED 300
2020-07-10 15:08:42,278 [ 1] INFO  Unity: SetDirection:(98, -18, 0)
2020-07-10 15:08:42,278 [ 1] INFO  Unity: MapEntityUpdateRequest： ID 10 POS SkillBridge.Message.NVector3 DIR SkillBridge.Message.NVector3 SPEED 300
2020-07-10 15:08:42,389 [ 1] INFO  Unity: SetDirection:(93, -36, 0)
2020-07-10 15:08:42,389 [ 1] INFO  Unity: MapEntityUpdateRequest： ID 10 POS SkillBridge.Message.NVector3 DIR SkillBridge.Message.NVector3 SPEED 300
2020-07-10 15:08:42,478 [ 1] INFO  Unity: SetDirection:(84, -55, 0)
2020-07-10 15:08:42,478 [ 1] INFO  Unity: MapEntityUpdateRequest： ID 10 POS SkillBridge.Message.NVector3 DIR SkillBridge.Message.NVector3 SPEED 300
2020-07-10 15:08:42,512 [ 1] INFO  Unity: Stop
2020-07-10 15:08:42,512 [ 1] INFO  Unity: MapEntityUpdateRequest： ID 10 POS SkillBridge.Message.NVector3 DIR SkillBridge.Message.NVector3 SPEED 0
2020-07-10 15:08:42,577 [ 1] INFO  Unity: SetDirection:(71, -71, 0)
2020-07-10 15:08:42,577 [ 1] INFO  Unity: MapEntityUpdateRequest： ID 10 POS SkillBridge.Message.NVector3 DIR SkillBridge.Message.NVector3 SPEED 0
2020-07-10 15:08:42,660 [ 1] INFO  Unity: SetDirection:(57, -82, 0)
2020-07-10 15:08:42,660 [ 1] INFO  Unity: MapEntityUpdateRequest： ID 10 POS SkillBridge.Message.NVector3 DIR SkillBridge.Message.NVector3 SPEED 0
2020-07-10 15:08:42,766 [ 1] INFO  Unity: SetDirection:(39, -92, 0)
2020-07-10 15:08:42,766 [ 1] INFO  Unity: MapEntityUpdateRequest： ID 10 POS SkillBridge.Message.NVector3 DIR SkillBridge.Message.NVector3 SPEED 0
2020-07-10 15:08:42,842 [ 1] INFO  Unity: SetDirection:(22, -97, 0)
2020-07-10 15:08:42,842 [ 1] INFO  Unity: MapEntityUpdateRequest： ID 10 POS SkillBridge.Message.NVector3 DIR SkillBridge.Message.NVector3 SPEED 0
2020-07-10 15:08:42,943 [ 1] INFO  Unity: SetDirection:(2, -100, 0)
2020-07-10 15:08:42,944 [ 1] INFO  Unity: MapEntityUpdateRequest： ID 10 POS SkillBridge.Message.NVector3 DIR SkillBridge.Message.NVector3 SPEED 0
2020-07-10 15:08:43,028 [ 1] INFO  Unity: SetDirection:(-16, -99, 0)
2020-07-10 15:08:43,029 [ 1] INFO  Unity: MapEntityUpdateRequest： ID 10 POS SkillBridge.Message.NVector3 DIR SkillBridge.Message.NVector3 SPEED 0
2020-07-10 15:08:43,128 [ 1] INFO  Unity: SetDirection:(-36, -93, 0)
2020-07-10 15:08:43,128 [ 1] INFO  Unity: MapEntityUpdateRequest： ID 10 POS SkillBridge.Message.NVector3 DIR SkillBridge.Message.NVector3 SPEED 0
2020-07-10 15:08:43,228 [ 1] INFO  Unity: SetDirection:(-55, -84, 0)
2020-07-10 15:08:43,228 [ 1] INFO  Unity: MapEntityUpdateRequest： ID 10 POS SkillBridge.Message.NVector3 DIR SkillBridge.Message.NVector3 SPEED 0
2020-07-10 15:08:43,327 [ 1] INFO  Unity: SetDirection:(-71, -71, 0)
2020-07-10 15:08:43,327 [ 1] INFO  Unity: MapEntityUpdateRequest： ID 10 POS SkillBridge.Message.NVector3 DIR SkillBridge.Message.NVector3 SPEED 0
2020-07-10 15:08:43,410 [ 1] INFO  Unity: SetDirection:(-82, -57, 0)
2020-07-10 15:08:43,410 [ 1] INFO  Unity: MapEntityUpdateRequest： ID 10 POS SkillBridge.Message.NVector3 DIR SkillBridge.Message.NVector3 SPEED 0
2020-07-10 15:08:43,511 [ 1] INFO  Unity: SetDirection:(-92, -39, 0)
